target_x,target_y,gaze_x,gaze_y
9.830000000000000000e+02,5.400000000000000000e+02,9.130000000000000000e+02,6.350000000000000000e+02
9.870000000000000000e+02,5.400000000000000000e+02,9.190000000000000000e+02,6.330000000000000000e+02
9.910000000000000000e+02,5.400000000000000000e+02,9.290000000000000000e+02,6.300000000000000000e+02
9.950000000000000000e+02,5.400000000000000000e+02,9.390000000000000000e+02,6.260000000000000000e+02
9.990000000000000000e+02,5.400000000000000000e+02,9.490000000000000000e+02,6.230000000000000000e+02
1.004000000000000000e+03,5.400000000000000000e+02,9.590000000000000000e+02,6.210000000000000000e+02
1.008000000000000000e+03,5.400000000000000000e+02,9.680000000000000000e+02,6.190000000000000000e+02
1.013000000000000000e+03,5.400000000000000000e+02,9.770000000000000000e+02,6.180000000000000000e+02
1.017000000000000000e+03,5.400000000000000000e+02,9.860000000000000000e+02,6.140000000000000000e+02
1.021000000000000000e+03,5.400000000000000000e+02,9.940000000000000000e+02,6.150000000000000000e+02
1.025000000000000000e+03,5.400000000000000000e+02,1.002000000000000000e+03,6.170000000000000000e+02
1.029000000000000000e+03,5.400000000000000000e+02,1.010000000000000000e+03,6.180000000000000000e+02
1.033000000000000000e+03,5.400000000000000000e+02,1.018000000000000000e+03,6.190000000000000000e+02
1.038000000000000000e+03,5.400000000000000000e+02,1.025000000000000000e+03,6.260000000000000000e+02
1.046000000000000000e+03,5.400000000000000000e+02,1.025000000000000000e+03,6.260000000000000000e+02
1.050000000000000000e+03,5.400000000000000000e+02,1.031000000000000000e+03,6.320000000000000000e+02
1.054000000000000000e+03,5.400000000000000000e+02,1.031000000000000000e+03,6.320000000000000000e+02
1.058000000000000000e+03,5.400000000000000000e+02,1.039000000000000000e+03,6.480000000000000000e+02
1.062000000000000000e+03,5.400000000000000000e+02,1.043000000000000000e+03,6.550000000000000000e+02
1.067000000000000000e+03,5.400000000000000000e+02,1.043000000000000000e+03,6.550000000000000000e+02
1.071000000000000000e+03,5.400000000000000000e+02,1.055000000000000000e+03,6.670000000000000000e+02
1.075000000000000000e+03,5.400000000000000000e+02,1.059000000000000000e+03,6.730000000000000000e+02
1.079000000000000000e+03,5.400000000000000000e+02,1.059000000000000000e+03,6.730000000000000000e+02
1.083000000000000000e+03,5.400000000000000000e+02,1.068000000000000000e+03,6.670000000000000000e+02
1.087000000000000000e+03,5.400000000000000000e+02,1.077000000000000000e+03,6.640000000000000000e+02
1.091000000000000000e+03,5.400000000000000000e+02,1.085000000000000000e+03,6.650000000000000000e+02
1.096000000000000000e+03,5.400000000000000000e+02,1.096000000000000000e+03,6.690000000000000000e+02
1.100000000000000000e+03,5.400000000000000000e+02,1.111000000000000000e+03,6.780000000000000000e+02
1.104000000000000000e+03,5.400000000000000000e+02,1.123000000000000000e+03,6.880000000000000000e+02
1.108000000000000000e+03,5.400000000000000000e+02,1.134000000000000000e+03,6.970000000000000000e+02
1.113000000000000000e+03,5.400000000000000000e+02,1.142000000000000000e+03,7.010000000000000000e+02
1.117000000000000000e+03,5.400000000000000000e+02,1.151000000000000000e+03,7.010000000000000000e+02
1.121000000000000000e+03,5.400000000000000000e+02,1.159000000000000000e+03,6.960000000000000000e+02
1.126000000000000000e+03,5.400000000000000000e+02,1.159000000000000000e+03,6.960000000000000000e+02
1.130000000000000000e+03,5.400000000000000000e+02,1.168000000000000000e+03,6.950000000000000000e+02
1.134000000000000000e+03,5.400000000000000000e+02,1.174000000000000000e+03,6.930000000000000000e+02
1.138000000000000000e+03,5.400000000000000000e+02,1.174000000000000000e+03,6.930000000000000000e+02
1.143000000000000000e+03,5.400000000000000000e+02,1.174000000000000000e+03,6.930000000000000000e+02
1.147000000000000000e+03,5.400000000000000000e+02,1.182000000000000000e+03,6.900000000000000000e+02
1.151000000000000000e+03,5.400000000000000000e+02,1.182000000000000000e+03,6.900000000000000000e+02
1.155000000000000000e+03,5.400000000000000000e+02,1.191000000000000000e+03,6.940000000000000000e+02
