round,button_id,button_name,button_x,button_y,gaze_x,gaze_y,timestamp
12,12,Button 12,1730,1020,1572,1302,60.696319341659546
12,12,Button 12,1730,1020,1586,1440,60.75070238113403
12,12,Button 12,1730,1020,1572,1025,60.80022430419922
12,12,Button 12,1730,1020,1509,1302,60.841856479644775
12,12,Button 12,1730,1020,1710,1302,60.89398646354675
12,12,Button 12,1730,1020,1438,1440,60.950115442276
12,12,Button 12,1730,1020,1381,1051,61.00027012825012
12,12,Button 12,1730,1020,1509,1051,61.04989957809448
12,12,Button 12,1730,1020,1438,1340,61.10464954376221
12,12,Button 12,1730,1020,1509,815,61.163082122802734
12,12,Button 12,1730,1020,1381,1340,61.225285053253174
12,12,Button 12,1730,1020,1438,618,61.2750301361084
12,12,Button 12,1730,1020,1381,1025,61.33573651313782
12,12,Button 12,1730,1020,1381,649,61.39175820350647
12,12,Button 12,1730,1020,1647,1440,61.442038774490356
12,12,Button 12,1730,1020,2002,1440,61.48766756057739
12,12,Button 12,1730,1020,1706,1440,61.60518193244934
12,12,Button 12,1730,1020,1787,963,61.65405011177063
12,12,Button 12,1730,1020,1787,963,61.71071982383728
12,12,Button 12,1730,1020,1788,1440,61.75460195541382
12,12,Button 12,1730,1020,1710,1302,61.80047869682312
12,12,Button 12,1730,1020,1788,1440,61.85018968582153
12,12,Button 12,1730,1020,1853,1302,61.895880460739136
12,12,Button 12,1730,1020,1647,1302,61.95231914520264
12,12,Button 12,1730,1020,1710,1025,62.00822424888611
12,12,Button 12,1730,1020,1572,1340,62.07708024978638
12,12,Button 12,1730,1020,1651,1340,62.12492918968201
12,12,Button 12,1730,1020,1441,1025,62.171298027038574
12,12,Button 12,1730,1020,1572,1340,62.22921276092529
12,12,Button 12,1730,1020,1441,1302,62.2749240398407
12,12,Button 12,1730,1020,1647,1340,62.329232692718506
12,12,Button 12,1730,1020,1647,1340,62.38330960273743
12,12,Button 12,1730,1020,1713,1440,62.42919421195984
12,12,Button 12,1730,1020,1647,1025,62.47703409194946
12,12,Button 12,1730,1020,1572,1340,62.52919626235962
12,12,Button 12,1730,1020,1572,1440,62.574920892715454
12,12,Button 12,1730,1020,1572,1440,62.62911105155945
12,12,Button 12,1730,1020,2319,1440,62.735472679138184
12,12,Button 12,1730,1020,2486,1440,62.78740334510803
12,12,Button 12,1730,1020,2426,1302,62.849977016448975
12,12,Button 12,1730,1020,1713,994,62.90815806388855
12,12,Button 12,1730,1020,1788,1340,62.96648859977722
12,12,Button 12,1730,1020,1572,1340,63.02978563308716
12,12,Button 12,1730,1020,1572,1051,63.08333420753479
12,12,Button 12,1730,1020,1509,1025,63.14036512374878
12,12,Button 12,1730,1020,1509,1340,63.193732261657715
12,12,Button 12,1730,1020,1781,1340,63.24174904823303
12,12,Button 12,1730,1020,1644,1025,63.299922704696655
12,12,Button 12,1730,1020,1644,1340,63.35814380645752
12,12,Button 12,1730,1020,1788,1025,63.40800905227661
12,12,Button 12,1730,1020,1713,963,63.47730493545532
12,12,Button 12,1730,1020,1572,1025,63.53331780433655
12,12,Button 12,1730,1020,1647,1051,63.59158730506897
12,12,Button 12,1730,1020,1647,1340,63.65404748916626
12,12,Button 12,1730,1020,1572,1051,63.71706485748291
12,12,Button 12,1730,1020,1647,815,63.77110433578491
12,12,Button 12,1730,1020,1788,1051,63.84422945976257
12,12,Button 12,1730,1020,1938,1077,63.90810441970825
12,12,Button 12,1730,1020,1644,1051,63.98533844947815
12,12,Button 12,1730,1020,1788,1077,64.03777551651001
12,12,Button 12,1730,1020,1788,815,64.10215044021606
12,12,Button 12,1730,1020,1710,1025,64.1501829624176
12,12,Button 12,1730,1020,1788,836,64.2045783996582
12,12,Button 12,1730,1020,1710,1051,64.25009489059448
12,12,Button 12,1730,1020,1572,1025,64.29971051216125
12,12,Button 12,1730,1020,1441,1077,64.34973764419556
12,12,Button 12,1730,1020,1509,836,64.39964866638184
12,12,Button 12,1730,1020,1572,1051,64.45784091949463
12,12,Button 12,1730,1020,1572,1077,64.50844240188599
12,12,Button 12,1730,1020,1710,873,64.56644105911255
12,12,Button 12,1730,1020,1572,1077,64.62047553062439
12,12,Button 12,1730,1020,1710,836,64.67097854614258
12,12,Button 12,1730,1020,1710,836,64.72514653205872
12,12,Button 12,1730,1020,1713,1077,64.77463817596436
